#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
M   1.0000   600.0   0.41382762    0.0110   3.25925   2.07601   4192.54    307.41   1.9744865e+00   1.05437e+18   0.00000e+00   0.00000e+00   7.39327e+16
M   1.0000   600.0   0.41382762    0.0120   3.03852   1.97278   3836.33    262.75   2.0187789e+00   5.08445e+17   0.00000e+00   0.00000e+00   3.56523e+16
M   1.0000   600.0   0.41382762    0.0150   2.76709   1.84399   3435.16    212.17   2.0774283e+00   1.89046e+17   0.00000e+00   0.00000e+00   1.32560e+16
M   1.0000   600.0   0.41382762    0.0200   2.58473   1.75868   3087.11    171.79   2.1185699e+00   7.38032e+16   0.00000e+00   0.00000e+00   5.17510e+15
M   1.0000   600.0   0.41382762    0.0300   2.44580   1.69371   2798.59    139.10   2.1512609e+00   2.94602e+16   0.00000e+00   0.00000e+00   2.06576e+15
M   1.0000   600.0   0.41382762    0.0500   2.33179   1.64032   2568.61    113.34   2.1790794e+00   1.21803e+16   0.00000e+00   0.00000e+00   8.54086e+14
M   1.0000   600.0   0.41382762    0.1000   2.22232   1.59012   2323.15     88.64   2.2060811e+00   4.28276e+15   0.00000e+00   0.00000e+00   3.00308e+14
M   1.0000   600.0   0.41382762    0.2000   2.14330   1.55250   2135.14     71.30   2.2268781e+00   1.71059e+15   0.00000e+00   0.00000e+00   1.19947e+14
M   1.0000   600.0   0.41382762    0.5000   2.06222   1.51247   1931.34     54.39   2.2495725e+00   5.50379e+14   0.00000e+00   0.00000e+00   3.85927e+13
M   1.0000   600.0   0.41382762    1.0000   2.01183   1.48706   1801.63     44.65   2.2642853e+00   2.41693e+14   0.00000e+00   0.00000e+00   1.69476e+13
M   1.0000   600.0   0.41382762    2.0000   1.96762   1.46464   1687.79     36.63   2.2774778e+00   1.06328e+14   0.00000e+00   0.00000e+00   7.45572e+12
M   1.0000   600.0   0.41382762    5.0000   1.91785   1.43939   1559.92     27.90   2.2925817e+00   3.46983e+13   0.00000e+00   0.00000e+00   2.43305e+12
M   1.0000   600.0   0.41382762   10.0000   1.88863   1.42389   1482.18     22.48   2.3019914e+00   1.43556e+13   0.00000e+00   0.00000e+00   1.00662e+12
M   1.0000   600.0   0.41382762   20.0000   1.86975   1.41166   1421.72     17.22   2.3094862e+00   4.99132e+12   0.00000e+00   0.00000e+00   3.49993e+11
M   1.0000   600.0   0.41382762  1.92e+03   1.74065   1.28265   1282.14      0.00   2.3095900e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00

M   1.0000   600.0   0.52733018    0.0100   4.05275   2.49850   6563.86    632.59   1.9188500e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
M   1.0000   600.0   0.52733018    0.0101   3.67713   2.34566   5592.43    507.42   1.9736745e+00   9.94388e+18   0.00000e+00   0.00000e+00   7.32373e+17
